id;category;model;time_total;time_read;time_write;input_tokens;output_tokens;tps_read;tps_write;question;model_answer;ground_truth;context_snippet;score
203;Reasoning & Synthesis;gpt-5-mini;6.708;0.0;0.0;387;68;0.0;10.14;Das Heimteam stellt die Bälle. Was passiert, wenn deren Bälle nicht den Regeln entsprechen oder ausgehen?;"Wenn ein Teamball nicht den Spezifikationen entspricht oder die Versorgung erschöpft ist, sichert der Referee einen passenden Ball vom gegnerischen Team; falls das nicht möglich ist, verwendet er den bestverfügbaren Ball. Solche Umstände müssen dem Commissioner gemeldet werden.";Der Referee muss sich einen korrekten Ball vom gegnerischen Team besorgen. Wenn das nicht geht, wird der beste verfügbare Ball verwendet.;"SECTION 2 SUPPLY
Each team will make 12 primary, 1...";1.0
502;Reasoning & Synthesis;llama3.3:70b;4.481;0.745;3.618;1204;109;1617.15;30.12;Wie kann ein Spieler sich als fangberechtigt anmelden?;Ein Spieler, der die Nummer eines nicht-fangberechtigten Passempfängers (50-79 und 90-99) trägt, kann sich als fangberechtigt anmelden, indem er sich in der Position eines fangberechtigten Passempfängers oder eines T-Formation-Quarterbacks aufstellt. Er muss jedoch sofort dem Schiedsrichter seine Änderung der Fangberechtigung melden, der dann die Verteidigung informiert.;Ein Spieler mit einer Nummer, die normalerweise nicht berechtigt ist (50-79), muss sich sofort beim Referee melden ('report as eligible'), bevor er sich als Receiver aufstellt. Der Referee informiert dann die Defense.;"SECTION 3 CHANGES IN POSITION
ARTICLE 1. REPORTING...";1.0
1103;Reasoning & Synthesis;gemini-3-flash-preview;26.811;0.0;0.0;2875;6;0.0;0.22;Kann man bei einem Fieldgoalversuch, wenn man das Fieldgoal blockt und den Ball in die gegnerische Endzone trägt, einen Touchdown erzielen?;Dazu habe ich keine Informationen.;Ja. Ein geblocktes Field Goal ist ein Live Ball (außer beim Try, da gelten Sonderregeln für 2 Punkte). Wenn die Defense ihn recovert, kann sie ihn zum Touchdown zurücktragen.;"SECTION 4 FIELD GOAL
ARTICLE 1. SUCCESSFUL FIELD G...";0.0
606;Regulatory Constraints;gpt-5-mini;4.413;0.0;0.0;3093;288;0.0;65.26;Wer muss beim Kickoff alles stillstehen und wie lange?;"Alle Spieler, bei denen dies im Text steht, müssen mit beiden Füßen auf dem Boden bleiben und in einer stationären Position stehen:

- Alle Spieler der kicking team außer dem Kicker: Sie müssen mit ihrem vorderen Fuß auf der kicking team’s restraining line (kicking team’s restraining line = 35‑Yard‑Line bei einem Kickoff) ausgerichtet sein, und beide Füße müssen auf dem Boden bleiben, vom Beginn der Anlaufbewegung des Kickers bis der Ball den Boden oder einen Spieler in der landing zone oder der Endzone berührt. (SECTION 1, ART.3(a)(1) und (c))

- Alle receiving team Spieler in der setup zone: Sie müssen ebenfalls mit beiden Füßen auf dem Boden bleiben vom Beginn der Anlaufbewegung des Kickers bis der Ball den Boden oder einen Spieler in der landing zone oder der Endzone berührt. Mindestens neun Spieler müssen in der setup zone positioniert sein; mindestens sechs davon mit dem vorderen Fuß auf der receiving team’s restraining line (SECTION 1, ART.3(b) und (c)).

Zusätzlich: Sobald das kicking team in einer stationären Position gelandet ist, darf das receiving team eine angemessene Zeit (reasonable amount of time) zum Aufstellen in der setup zone verbleiben. (SECTION 1, ART.3(d))";Alle Spieler des Kicking Teams außer dem Kicker müssen mit dem vorderen Fuß auf der Restraining Line des Kicking Teams aufgestellt sein und beide Füße müssen bis zum Kick auf dem Boden bleiben. Alle Spieler des Receiving Teams müssen inbounds und hinter ihrer Restraining Line stehen, und mindestens neun Spieler müssen in der Setup-Zone positioniert sein. Diese Regeln gelten ab dem Zeitpunkt, an dem der Kicker seinen Anlauf zum Ball beginnt, bis der Ball den Boden oder einen Spieler in der Landing Zone oder Endzone berührt.;"SECTION 1 PROCEDURES FOR A FREE KICK
ARTICLE 1. FR...";1.0
309;Out-of-Domain;llama3.1:8b;5.751;0.235;0.061;370;8;1574.57;130.63;Wie wird der 'Quarterback Rating' Wert statistisch genau berechnet?;Dazu habe ich keine Informationen.;Dazu habe ich keine Informationen.;"SECTION 1 APPROVED RULING (A.R.)
An Approved Rulin...";1.0
710;Out-of-Domain;gpt-5-mini;4.167;0.0;0.0;298;16;0.0;3.84;Welche Marke von Wasserflaschen dürfen Spieler während einer Verletzungsunterbrechung nutzen?;Dazu habe ich keine Informationen.;Dazu habe ich keine Informationen.;"SECTION 1 BALL IN PLAY
ARTICLE 1. LIVE BALL. After...";1.0
1510;Out-of-Domain;llama3.3:70b;0.436;0.062;0.262;796;8;12879.34;30.56;Welche Technologiefirma stellt die Tablets her, die der Referee für das Instant Replay nutzt?;Dazu habe ich keine Informationen.;Dazu habe ich keine Informationen.;"SECTION 1 INITIATING A REPLAY REVIEW
ARTICLE 1. CO...";1.0
102;Reasoning & Synthesis;llama3.3:70b;1.91;0.068;1.774;742;55;10878.46;31.0;Was ist der Unterschied zwischen 'Field of Play' und dem gesamten Spielfeld?;Der 'Field of Play' umfasst die Fläche, die von den Goal Lines und den Sidelines begrenzt wird. Das gesamte Spielfeld hingegen umfasst sowohl den 'Field of Play' als auch die End Zones.;Das 'Field of Play' ist der Bereich zwischen den Goal Lines. Das gesamte Spielfeld beinhaltet zusätzlich die beiden Endzonen.;"SECTION 1 DIMENSIONS
ARTICLE 1. PLAYING LINES. The...";1.0
520;Out-of-Domain;gemini-3-flash-preview;2.968;0.0;0.0;1063;7;0.0;2.36;Wie hoch ist das Mindestgehalt für einen Rookie-Spieler laut Regelwerk?;Dazu habe ich keine Informationen.;Dazu habe ich keine Informationen.;"SECTION 1 PLAYERS
ARTICLE 1. NUMBER OF PLAYERS. Th...";1.0
606;Regulatory Constraints;llama3.1:8b;7.445;0.532;0.385;3115;51;5857.62;132.41;Wer muss beim Kickoff alles stillstehen und wie lange?;Laut Artikel 3 (c) der NFL-Regeln müssen alle Spieler des kickenden Teams außer dem Kicker, sowie alle Spieler des empfangenden Teams in der Setup-Zone, beide Füße auf dem Boden haben.;Alle Spieler des Kicking Teams außer dem Kicker müssen mit dem vorderen Fuß auf der Restraining Line des Kicking Teams aufgestellt sein und beide Füße müssen bis zum Kick auf dem Boden bleiben. Alle Spieler des Receiving Teams müssen inbounds und hinter ihrer Restraining Line stehen, und mindestens neun Spieler müssen in der Setup-Zone positioniert sein. Diese Regeln gelten ab dem Zeitpunkt, an dem der Kicker seinen Anlauf zum Ball beginnt, bis der Ball den Boden oder einen Spieler in der Landing Zone oder Endzone berührt.;"SECTION 1 PROCEDURES FOR A FREE KICK
ARTICLE 1. FR...";1.0
807;Reasoning & Synthesis;gpt-5-mini;4.226;0.0;0.0;2374;16;0.0;3.79;Ein nicht fangberechtigter Spieler fängt den Ball, nachdem er von einem Verteidiger berührt ('gemuffed') wurde. Ist das ein Foul?;Dazu habe ich keine Informationen.;Nein. Sobald die Defense (oder ein Offizieller) den Ball berührt, werden alle Offense-Spieler fangberechtigt.;"SECTION 1 FORWARD PASS
ARTICLE 1. DEFINITION. It i...";0.0
1001;Out-of-Domain;gpt-5-mini;7.192;0.0;0.0;734;16;0.0;2.22;Wie hoch ist die Geldstrafe in Dollar, die ein Spieler an die Liga zahlen muss, wenn er disqualifiziert wird?;Dazu habe ich keine Informationen.;Dazu habe ich keine Informationen.;"SECTION 1 OPPORTUNITY TO CATCH A KICK
ARTICLE 1. I...";1.0
104;Regulatory Constraints;gpt-5-mini;1.683;0.0;0.0;846;16;0.0;9.51;Dürfen die Mannschaftsbänke näher als 30 Fuß an der Seitenlinie stehen?;Dazu habe ich keine Informationen.;Nein. Die Zonen für die Mannschaftsbänke müssen einen bestimmten Abstand zur Seitenlinie haben (mindestens 30 Fuß).;"SECTION 2 MARKINGS
ARTICLE 1. YARD LINE MARKINGS. ...";0.0
1001;Out-of-Domain;llama3.1:8b;6.052;0.478;0.087;764;8;1598.14;92.06;Wie hoch ist die Geldstrafe in Dollar, die ein Spieler an die Liga zahlen muss, wenn er disqualifiziert wird?;Dazu habe ich keine Informationen.;Dazu habe ich keine Informationen.;"SECTION 1 OPPORTUNITY TO CATCH A KICK
ARTICLE 1. I...";1.0
101;Information Retrieval;gemini-3-flash-preview;12.368;0.0;0.0;715;19;0.0;1.54;Wie groß ist das Spielfeld?;Das Spielfeld ist 360 Feet lang und 160 Feet breit.;Das gesamte Feld ist 360 Fuß lang und 160 Fuß breit.;"SECTION 1 DIMENSIONS
ARTICLE 1. PLAYING LINES. The...";1.0
809;Reasoning & Synthesis;llama3.1:8b;5.309;0.467;0.406;2377;57;5087.73;140.49;Wenn der Ball hinter der Line of Scrimmage gepasst wird, folgt eine Strafe?;Ja. Wenn der Ball hinter der Line of Scrimmage gepasst wird, ist es ein illegaler Forward Pass und die Strafe lautet: Verlust des Downs und fünf Yards vom vorherigen Spot. (Artikel 2, Item 1);Nein, solange es der erste Vorwärtspass ist. Pässe hinter der Line sind legal.;"SECTION 1 FORWARD PASS
ARTICLE 1. DEFINITION. It i...";1.0
1601;Out-of-Domain;gpt-5-mini;11.335;0.0;0.0;1682;16;0.0;1.41;Aus welchem Metall muss die Münze bestehen, die für den Coin Toss in der Overtime verwendet wird?;Dazu habe ich keine Informationen.;Dazu habe ich keine Informationen.;"SECTION 1 OVERTIME PROCEDURES
ARTICLE 1. SCORE TIE...";1.0
308;Information Retrieval;llama3.1:8b;0.39;0.044;0.225;594;34;13595.54;150.97;Was bedeutet 'Down'?;Ein Down ist eine Periode der Aktion, die mit dem Spielbeginn nach einem Snap startet und endet, wenn das Ball tot erklärt wird.;Ein 'Down' ist eine Zeiteinheit im Spiel, die mit dem Snap oder Kickoff beginnt und endet, wenn der Ball tot (Dead Ball) erklärt wird.;"SECTION 8 DOWN
ARTICLE 1. DOWN. A down is a period...";1.0
102;Reasoning & Synthesis;gpt-5-mini;6.674;0.0;0.0;705;70;0.0;10.49;Was ist der Unterschied zwischen 'Field of Play' und dem gesamten Spielfeld?;"Der ""Field of Play"" ist der Bereich, der von den Goal Lines und den Sidelines begrenzt wird. Das gesamte Spielfeld (the field) umfasst hingegen sowohl den Field of Play als auch die Endzonen (die von Goal Lines, End Lines und Sidelines begrenzten Bereiche).";Das 'Field of Play' ist der Bereich zwischen den Goal Lines. Das gesamte Spielfeld beinhaltet zusätzlich die beiden Endzonen.;"SECTION 1 DIMENSIONS
ARTICLE 1. PLAYING LINES. The...";1.0
701;Reasoning & Synthesis;gpt-5-mini;12.51;0.0;0.0;1563;308;0.0;24.62;Wann ist ein Spieler 'down'?;"Ein Spieler ist 'down' (der Ball ist tot und der Down beendet), wenn eine der in SECTION 2 ARTICLE 1 genannten Bedingungen erfüllt ist, insbesondere:

- Ein Runner wird von einem Gegner berührt und berührt mit einem Körperteil außer Händen (inkl. Handgelenk) oder Füßen (inkl. Knöchel) den Boden.
- Ein Runner wird gehalten oder anderweitig so zurückgehalten, dass sein Vorwärtsdrang endet.
- Ein Quarterback geht unmittelbar hinter oder jenseits der Line of Scrimmage auf ein Knie oder täuscht dies vor.
- Ein Runner erklärt sich selbst down, indem er fällt oder kniet und deutlich keinen sofortigen Versuch unternimmt, weiter vorzurücken, oder indem er slidet oder taucht (das Ballspiel ist tot in dem Moment, in dem er mit etwas anderem als Händen oder Füßen den Boden berührt oder beginnt, das Berühren des Bodens zu simulieren).
- Ein Runner ist out of bounds.
- Ein Gegner nimmt dem auf dem Boden befindlichen Runner den Ball ab.
- Ein Runner beginnt einen Slide oder Dive (Verteidiger müssen aufhören bzw. zurückziehen; besondere Regeln zu unvermeidbarem Kontakt und Schutz vor Kopftreffer gelten).
- Die Helmabnahme: Wenn der Helm eines Runners vollständig abkommt.

(Weitere, in ARTICLE 1 aufgelistete Gründe für Dead Ball sind in SECTION 2 ARTICLE 1 aufgeführt.)";" Ein Spieler ist 'down', wenn er von einem Gegner berührt wird und mit einem Teil seines Körpers außer den Händen (einschließlich Handgelenk) oder Füßen (einschließlich Knöchel) den Boden berührt; wenn er gehalten oder anderweitig zurückgehalten wird, sodass sein Vorwärtsfortschritt endet; wenn ein Quarterback sofort hinter oder jenseits der Line of Scrimmage auf sein Knie fällt oder so tut, als ob er auf sein Knie fällt; wenn ein Läufer sich selbst durch Fallen, Knien, Rutschen oder Tauchen als down erklärt; wenn ein Läufer aus dem Spielfeld geht; wenn ein Gegner einen Ball nimmt, der sich im Besitz eines Läufers am Boden befindet; wenn ein Vorwärtspass unvollständig ist; wenn ein legaler oder illegaler Kick die Torpfosten oder die Querlatte berührt; wenn ein loser Ball irgendwo auf dem Spielfeld zur Ruhe kommt und kein Spieler versucht, ihn zu erobern; wenn ein legaler oder illegaler Kick von den Kickern gefangen oder erobert wird (außer bei einem Scrimmage-Kick, der von hinter der Linie gekickt und hinter der Linie erobert wird); wenn ein Kickoff oder Safety-Kick zuerst den Boden oder einen Spieler vor der vorderen Yard-Linie der Landezone berührt; wenn ein Onside-Kick unberührt über die Onside-Kick-Setup-Zone hinausgeht; wenn ein Touchdown, Touchback, Safety, Field Goal oder Try erzielt wurde; wenn ein Empfänger den Ball nach einem Fair-Catch-Signal fängt oder erobert (sofern der Ball nicht von einem Gegner berührt wurde); wenn ein Offizieller irrtümlich die Pfeife bläst, während der Ball noch im Spiel ist.; wenn ein Spieler seinen Helm verliert; wenn der Ball nicht aktiv im Spiel befindliche Ausrüstung berührt; oder wenn ein Teammitglied einen Fumble aufnimmt, während eines two minute, try oder vierten downs Spielzug.";"SECTION 1 BALL IN PLAY
ARTICLE 1. LIVE BALL. After...";1.0
702;Information Retrieval;gemini-3-flash-preview;50.673;0.0;0.0;1596;61;0.0;1.2;Liste alle Körperteile auf, mit denen ein Spieler als down gewertet wird.;Ein Spieler wird als down gewertet, wenn er den Boden mit einem beliebigen Körperteil berührt, außer den Händen (einschließlich des Handgelenks) oder den Füßen (einschließlich des Knöchels). Explizit im Kontext genannt wird zudem das Knie.;Jedes Körperteil außer den Händen und den Füßen (z.B. Knie, Ellbogen, Kopf, Gesäß, Rücken).;"SECTION 1 BALL IN PLAY
ARTICLE 1. LIVE BALL. After...";1.0
1108;Information Retrieval;llama3.1:8b;6.281;0.325;0.37;864;56;2662.43;151.15;Was ist ein Touchback?;Ein Touchback ist eine Situation, wenn der Ball tot ist oder hinter der Goal Line eines verteidigten Teams liegt und die Bewegung des Balls von einem Gegner kommt, aber nicht ein Touchdown oder ein unvollständiger Vorwärtspass.;Eine Situation, bei der der Ball in der Endzone 'tot' wird (z.B. durch Kickoff oder Interception) und das verteidigende Team den Ballbesitz erhält, normalerweise an der 20- oder 30-Yard-Line.;"SECTION 6 TOUCHBACK
ARTICLE 1. DEFINITION. It is a...";1.0
1601;Out-of-Domain;llama3.3:70b;1.688;1.173;0.401;1723;8;1468.47;19.97;Aus welchem Metall muss die Münze bestehen, die für den Coin Toss in der Overtime verwendet wird?;Dazu habe ich keine Informationen.;Dazu habe ich keine Informationen.;"SECTION 1 OVERTIME PROCEDURES
ARTICLE 1. SCORE TIE...";1.0
1103;Reasoning & Synthesis;gpt-5-mini;8.596;0.0;0.0;2826;16;0.0;1.86;Kann man bei einem Fieldgoalversuch, wenn man das Fieldgoal blockt und den Ball in die gegnerische Endzone trägt, einen Touchdown erzielen?;Dazu habe ich keine Informationen.;Ja. Ein geblocktes Field Goal ist ein Live Ball (außer beim Try, da gelten Sonderregeln für 2 Punkte). Wenn die Defense ihn recovert, kann sie ihn zum Touchdown zurücktragen.;"SECTION 4 FIELD GOAL
ARTICLE 1. SUCCESSFUL FIELD G...";0.0
206;Out-of-Domain;gpt-5-mini;6.18;0.0;0.0;452;16;0.0;2.59;Von welcher Marke muss der offizielle Spielball hergestellt sein und wie teuer ist er?;Dazu habe ich keine Informationen.;Dazu habe ich keine Informationen.;"SECTION 1 DIMENSIONS
The ball must be a “Wilson,” ...";0.5
604;Reasoning & Synthesis;gpt-5-mini;6.125;0.0;0.0;4897;16;0.0;2.61;Was passiert, wenn das Receiving Team den Ball beim Onside Kick innerhalb der ersten 10 Yards berührt?;Dazu habe ich keine Informationen.;Das ist legal. Die 10-Yard-Sperre gilt nur für das Kicking Team. Sobald das Receiving Team den Ball berührt, ist er frei für alle.;"SECTION 1 PROCEDURES FOR A FREE KICK
ARTICLE 1. FR...";0.0
1701;Out-of-Domain;gpt-5-mini;5.238;0.0;0.0;1451;16;0.0;3.05;Wird das Spiel wegen eines Notfalls abgebrochen, wenn das Catering für die VIP-Logen ausfällt?;Dazu habe ich keine Informationen.;Dazu habe ich keine Informationen.;"SECTION 1 EMERGENCIES
ARTICLE 1. NON-PLAYER ON FIE...";1.0
1201;Information Retrieval;gemini-3-flash-preview;45.339;0.0;0.0;5979;683;0.0;15.06;Nenne mir Aktionen, für die man ein Personal Foul bekommen kann.;"Basierend auf dem Kontext können folgende Aktionen als Personal Foul geahndet werden:

*   **Clipping:** Blocken eines Gegners (außer des Runners) von hinten unterhalb der Taille.
*   **Peel Back Block:** Kontakt unterhalb der Taille von der Seite oder von hinten, wenn der Blocker sich Richtung eigene End Line bewegt.
*   **Illegal Cut Block.**
*   **Blocking Below the Waist:** Blocks unterhalb der Taille in verbotenen Situationen (z. B. nach Ballbesitzwechsel, bei Kicks oder außerhalb der Tight End Box).
*   **Chop Block:** Ein High/Low Double Team Block durch die Offense.
*   **Crackback Block:** Ein illegaler Block innerhalb von fünf Yards der Line of Scrimmage durch einen Spieler, der sich Richtung Snap-Position bewegt und dabei Kontakt unterhalb der Taille herstellt oder gegen einen defenseless player verstößt.
*   **Blindside Block:** Erzwungener Kontakt mit Helm, Unterarm oder Schulter, wenn der Pfad des Blockers zur eigenen End Line führt.
*   **Unnecessary Roughness:** Beinhaltet unter anderem Leg Whip, Kontakt mit einem Runner out of bounds, Springen auf Spieler am Boden, Werfen des Runners nach dem Ball-aus, aggressives Ziehen eines Spielers von einem Pile oder unnötiger Kontakt gegen Kicker/Punter.
*   **Unnecessary contact gegen Players in a Defenseless Posture:** Beinhaltet u. a. Schläge gegen Kopf/Nacken, Senken des Helms für Kontakt oder illegales Launching.
*   **Impermissible Use of the Helmet:** Senken des Kopfes für erzwungenen Kontakt oder Nutzen des Helms/Facemasks gegen Kopf oder Nacken eines Gegners.
*   **Roughing the Passer:** Unangemessene physische Akte gegen einen Passer, wie z. B. Kontakt nach dem Wurf, ""Stuffing"" in den Boden oder Hits gegen die Knie oder darunter.
*   **Roughing the Kicker:** Kontakt gegen das Standbein des Kickers oder Kontakt, wenn beide Füße des Kickers am Boden sind.
*   **Roughing the Holder:** Erzwungener Kontakt gegen den Holder eines Place Kicks.
*   **Striking, Kicking, Tripping or Kneeing Opponents:** Schlagen mit Fäusten, Treten, Knieeinsatz, Beinstellen (Tripping) oder Schlagen gegen Kopf/Nacken mit Armen oder Händen.
*   **Twisting, Pulling, or Turning the Facemask or Helmet Opening:** Greifen und Kontrollieren, Drehen oder Ziehen am Facemask oder der Helmöffnung.
*   **Horse-Collar Tackle:** Greifen des inneren Kragens (hinten oder seitlich) oder des Trikots am Namensschild und Ziehen des Runners Richtung Boden.
*   **Use of Helmet as a Weapon:** Nutzen eines Helms, der nicht getragen wird, um einen Gegner zu schlagen oder nach ihm zu werfen.
*   **Hip-Drop Tackle:** Greifen des Runners und anschließendes Fallenlassen der Hüfte auf die Beine des Runners.";Dazu gehören Unnecessary Roughness, Facemask, Roughing the Passer/Kicker, Horse Collar Tackle, Clipping, Low Blocks, Striking/Kicking/Kneeing, Chop-,Crackback-,Blindside-,Peel-Back-,Cut-Block oder tief Blocken, Hip drop tackle, den Helm als Waffe benutzen oder gegen den Helm Tacklen, einen Spieler angreifen der sich nicht wehren kann.;"SECTION 2 PERSONAL FOULS
ARTICLE 1. CLIPPING. Clip...";1.0
